date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:05	16163/16163	---M--	200	added ('OK')	image/jpeg	etag:%22baef946a049a9d8633987039cf03f1ca%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf7a915b5220dfe85b24d_underskin-small-1.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf7a915b5220dfe85b24d_underskin-small-1.jpg	(from https://www.giuligartner.com/motion)
18:07:06	16977/16977	---M--	200	added ('OK')	image/jpeg	etag:%2248f1e327dd6f2fadf0c29611278a9349%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf7aab520df264266bb7c_underskin-small-2.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf7aab520df264266bb7c_underskin-small-2.jpg	(from https://www.giuligartner.com/motion)
18:07:06	30742/30742	---M--	200	added ('OK')	image/jpeg	etag:%22f2cbc69684cc713471c99dba885a0da3%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf7abf698e1e84e05a3e5_underskin-small-3.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf7abf698e1e84e05a3e5_underskin-small-3.jpg	(from https://www.giuligartner.com/motion)
18:07:06	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2004%20Mar%202023%2018:07:06%20GMT	https://www.giuligartner.com/%22https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/63600c288b483e9c7398616b_reel-poster-00001.jpg%22	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/_https_/uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/63600c288b483e9c7398616b_reel-poster-00001.jpg_	(from https://www.giuligartner.com/)
18:07:07	1029823/1029823	---M--	200	added ('OK')	image/jpeg	etag:%22a643544adb2c86b9338ab19b1509d045%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead8a967734652a595cf42_Follow%20The%20Track%20-%20Header.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead8a967734652a595cf42_Follow%20The%20Track%20-%20Header.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:08	3423852/3423852	---M--	200	added ('OK')	image/png	etag:%226862abfa0eb2ee4c842a418a8976b362%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead8f1f0f4311de4b3fc8c_Follow%20The%20Track%20-%20Header.png	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead8f1f0f4311de4b3fc8c_Follow%20The%20Track%20-%20Header.png	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:08	547182/547182	---M--	200	added ('OK')	image/jpeg	etag:%22b23068f2cdea164ee640b237329f6c16%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead768a46f9d75eb0cce93_Follow%20The%20Track%20-%201.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead768a46f9d75eb0cce93_Follow%20The%20Track%20-%201.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:08	514576/514576	---M--	200	added ('OK')	image/jpeg	etag:%220ca9eb31485ccbb25b249cd54b43b08f%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead7759dbb0b3fbed3579d_Follow%20The%20Track%20-%202.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead7759dbb0b3fbed3579d_Follow%20The%20Track%20-%202.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:09	910766/910766	---M--	200	added ('OK')	image/jpeg	etag:%22352cdf19c49f00c66cb05124fb5bdad9%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead779a46f9d6d550ccef3_Follow%20The%20Track%20-%203.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead779a46f9d6d550ccef3_Follow%20The%20Track%20-%203.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:09	192277/192277	---M--	200	added ('OK')	image/jpeg	etag:%22b94e7e07f337f7181ac55c4221ce11a3%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead78036ad7440f51436d8_Follow%20The%20Track%20-%204.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead78036ad7440f51436d8_Follow%20The%20Track%20-%204.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:09	521139/521139	---M--	200	added ('OK')	image/jpeg	etag:%224dbcdf23219bd84a8bd8659fcc53105c%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead787fc00c4f6a1a43755_Follow%20The%20Track%20-%206.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead787fc00c4f6a1a43755_Follow%20The%20Track%20-%206.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:10	148822/148822	---M--	200	added ('OK')	image/jpeg	etag:%22e64179c8446f14c7260738af71cd8390%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead7887c949c4b21cd3dc2_Follow%20The%20Track%20-%207.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead7887c949c4b21cd3dc2_Follow%20The%20Track%20-%207.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:10	129169/129169	---M--	200	added ('OK')	image/jpeg	etag:%223a218c306ad3ee7f9bcd845f2d945af8%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead79afc00c4eb60a4396c_Follow%20The%20Track%20-%205.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead79afc00c4eb60a4396c_Follow%20The%20Track%20-%205.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:11	960958/960958	---M--	200	added ('OK')	image/jpeg	etag:%22bcb2962572abc129feb3e2f4b41cd485%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead79cb3fa023ebbff0c07_Follow%20The%20Track%20-%208.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead79cb3fa023ebbff0c07_Follow%20The%20Track%20-%208.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:11	636608/636608	---M--	200	added ('OK')	image/jpeg	etag:%2206cfe0ddc9c82bbbc18387fd764c72e2%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead96e36ad746bb2144a76_Inspired%20By%20Iceland%20-%20Header.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead96e36ad746bb2144a76_Inspired%20By%20Iceland%20-%20Header.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:11	477377/477377	---M--	200	added ('OK')	image/jpeg	etag:%22d0c65033b8479b5c2367c09fb54b31a4%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead494c5a101428a19bcb8_Cayuga%20Collection%20-%20Header.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead494c5a101428a19bcb8_Cayuga%20Collection%20-%20Header.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:12	1173776/1173776	---M--	200	added ('OK')	image/jpeg	etag:%22406f8d3e822ee04ed7c37c8439fa1043%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead299d2b31c140a6296cc_The%20Pill%20-%20Header.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead299d2b31c140a6296cc_The%20Pill%20-%20Header.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:12	672389/672389	---M--	200	added ('OK')	image/jpeg	etag:%22610a0f80b4800e7e51d10c6bb8e6f42b%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead06206a03b74fe7ad6f1_TIJN%20Eyewear%20-%20Header.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead06206a03b74fe7ad6f1_TIJN%20Eyewear%20-%20Header.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:13	5002/5002	---M-Z	200	added ('OK')	text/css	etag:W/%22138a-nCVqx5aWVkM0NV+MS4SFkGd/1YM%22	https://cdn.jsdelivr.net/npm/@splidejs/splide@4.1.3/dist/css/splide.min.css	D:/ferrenzo2%20-%20Copy/ferrenzotest2/cdn.jsdelivr.net/npm/@splidejs/splide@4.1.3/dist/css/splide.min.css	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:13	395257/395257	---M--	200	added ('OK')	image/jpeg	etag:%22a5366854aea408d25be505a470dc903a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61eaccc9212599494b1230e3_Travel%20Alberta%20-%20Header.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61eaccc9212599494b1230e3_Travel%20Alberta%20-%20Header.jpg	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:13	29803/29803	---M-Z	200	added ('OK')	application/javascript	etag:W/%22746b-tHklhlFRbQmzz5JewZVXIPSLJSc%22	https://cdn.jsdelivr.net/npm/@splidejs/splide@4.1.3/dist/js/splide.min.js	D:/ferrenzo2%20-%20Copy/ferrenzotest2/cdn.jsdelivr.net/npm/@splidejs/splide@4.1.3/dist/js/splide.min.js	(from https://www.giuligartner.com/stills/follow-the-tracks)
18:07:14	1698869/1698869	---M--	200	added ('OK')	image/png	etag:%22e38d080ece3b2c0c5a2425c8b923d8fc%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead499a46f9d50530cb95b_Cayuga%20Collection%20-%20Header.png	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead499a46f9d50530cb95b_Cayuga%20Collection%20-%20Header.png	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:14	1070431/1070431	---M--	200	added ('OK')	image/jpeg	etag:%22498934553095101df6ea7f2beaf28a86%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead4c2f0f4310d18b3d57e_Cayuga%20Collection%20-%201.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead4c2f0f4310d18b3d57e_Cayuga%20Collection%20-%201.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:15	360511/360511	---M--	200	added ('OK')	image/jpeg	etag:%22335f5ba360125011d24bacbb3df1f292%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead52dd28f3804b85f3da4_Cayuga%20Collection%20-%204.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead52dd28f3804b85f3da4_Cayuga%20Collection%20-%204.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:15	686144/686144	---M--	200	added ('OK')	image/jpeg	etag:%2290928bab13a0e80ad255fa148f4a968d%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead53210089a81e4abf178_Cayuga%20Collection%20-%203.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead53210089a81e4abf178_Cayuga%20Collection%20-%203.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:15	687925/687925	---M--	200	added ('OK')	image/jpeg	etag:%22b85b3c2cc810f0fe7615b811f264eb79%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead53994a3ff653bdd103c_Cayuga%20Collection%20-%207.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead53994a3ff653bdd103c_Cayuga%20Collection%20-%207.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:16	459953/459953	---M--	200	added ('OK')	image/jpeg	etag:%22af4e179299dbef4c07b832e117d5e78c%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead5437ab1c53ad50a7ede_Cayuga%20Collection%20-%205.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead5437ab1c53ad50a7ede_Cayuga%20Collection%20-%205.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:16	294207/294207	---M--	200	added ('OK')	image/jpeg	etag:%22dac4af660563ddb3aca85b7358d43144%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead549e89cf916717fe662_Cayuga%20Collection%20-%202.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead549e89cf916717fe662_Cayuga%20Collection%20-%202.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:17	655865/655865	---M--	200	added ('OK')	image/jpeg	etag:%228f26cad2f749a90e31589dad4bb65693%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead557819c036ba148d1ae_Cayuga%20Collection%20-%208.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead557819c036ba148d1ae_Cayuga%20Collection%20-%208.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:17	673585/673585	---M--	200	added ('OK')	image/jpeg	etag:%223085b55e4f91c1b3b7c5e43c6ce95322%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead55811f37629d1bcd052_Cayuga%20Collection%20-%206.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead55811f37629d1bcd052_Cayuga%20Collection%20-%206.jpg	(from https://www.giuligartner.com/stills/cayuga-collection)
18:07:17	66850/66850	---M--	200	added ('OK')	image/jpeg	etag:%22247d170541cd0629f8b08da97cf300e9%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012deb9248c1eb1b09ea0_amelia-frame-1.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012deb9248c1eb1b09ea0_amelia-frame-1.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:18	56031/56031	---M--	200	added ('OK')	image/jpeg	etag:%220cd953db1fe973c6d6cd5da91e73853a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012de71827483a474ccb2_amelia-frame-2.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012de71827483a474ccb2_amelia-frame-2.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:18	40829/40829	---M--	200	added ('OK')	image/jpeg	etag:%22d1be86103f07ebbd886e14f977b13bac%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012de80eb703be71add91_amelia-frame-3.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012de80eb703be71add91_amelia-frame-3.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:18	55378/55378	---M--	200	added ('OK')	image/jpeg	etag:%221e56f08a947e020033bf03792a02b729%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012de14697f5b494ab8ba_amelia-frame-4.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012de14697f5b494ab8ba_amelia-frame-4.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:19	33391/33391	---M--	200	added ('OK')	image/jpeg	etag:%227ec3cf35fbfb531f3590eddb47619e43%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e2183e60c290950ea3_amelia-frame-5.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e2183e60c290950ea3_amelia-frame-5.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:19	20919/20919	---M--	200	added ('OK')	image/jpeg	etag:%22b4843f88278260bd3145c673118bcfcd%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e2bc911635666911db_amelia-frame-6.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e2bc911635666911db_amelia-frame-6.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:20	27729/27729	---M--	200	added ('OK')	image/jpeg	etag:%2251db4c9e981aeae7000425339f857a4f%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e25de4aa1981aed859_amelia-frame-7.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e25de4aa1981aed859_amelia-frame-7.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:20	41771/41771	---M--	200	added ('OK')	image/jpeg	etag:%223bd954d26c4811f335af6bfb67b2ae19%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e26f1d023dd5badc97_amelia-frame-8.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012e26f1d023dd5badc97_amelia-frame-8.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:20	197551/197551	---M--	200	added ('OK')	image/jpeg	etag:%228744f716cd1446835bca7c84f2df2372%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f81b3a3c4fc08b6e94_amelia-bts-1.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f81b3a3c4fc08b6e94_amelia-bts-1.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:21	187515/187515	---M--	200	added ('OK')	image/jpeg	etag:%22af44c74f321c5a497669125d3baaf059%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f8e8103db12dfcc0d2_amelia-bts-3.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f8e8103db12dfcc0d2_amelia-bts-3.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:21	148711/148711	---M--	200	added ('OK')	image/jpeg	etag:%2209021889e895167f4a2cc1b1798c6665%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f7c9f2ad517872d693_amelia-bts-8.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f7c9f2ad517872d693_amelia-bts-8.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:22	126477/126477	---M--	200	added ('OK')	image/jpeg	etag:%2267e2f8423977ce23eb173e7a898ef078%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f8a7ac136fd5a5a1be_amelia-bts-6.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f8a7ac136fd5a5a1be_amelia-bts-6.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:22	176095/176095	---M--	200	added ('OK')	image/jpeg	etag:%22a74116f600607506749a8677b874130a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f8f9b0bc4f2b7d253f_amelia-bts-7.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f8f9b0bc4f2b7d253f_amelia-bts-7.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:22	104178/104178	---M--	200	added ('OK')	image/jpeg	etag:%226fbd20a35945e88b68d28660d9008757%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f791e958b9ab8aafd2_amelia-bts-5.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f791e958b9ab8aafd2_amelia-bts-5.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:23	184326/184326	---M--	200	added ('OK')	image/jpeg	etag:%222570e34c3b87352bbb9f123ac827935b%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f82ebd5eb60fb9655c_amelia-bts-4.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f82ebd5eb60fb9655c_amelia-bts-4.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:23	21211/21211	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2018:07:24%20GMT	https://player.vimeo.com/api/player.js	D:/ferrenzo2%20-%20Copy/ferrenzotest2/player.vimeo.com/api/player.js	(from https://www.giuligartner.com/motion/amelia)
18:07:23	151701/151701	---M--	200	added ('OK')	image/jpeg	etag:%221f56bda510ae74895942b0598fb5e584%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f72f2ded6177a29eb4_amelia-bts-2.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636ab4f72f2ded6177a29eb4_amelia-bts-2.jpg	(from https://www.giuligartner.com/motion/amelia)
18:07:24	1401784/1401784	---M--	200	added ('OK')	image/png	etag:%22e4c482f5ff51b631cdaee7df3f5c03e5%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9725c2a056bf7512377_Inspired%20By%20Iceland%20-%20Header.png	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9725c2a056bf7512377_Inspired%20By%20Iceland%20-%20Header.png	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:25	1121233/1121233	---M--	200	added ('OK')	image/jpeg	etag:%220c7989887cbc231ee31576d995d3dbe0%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead983c936926a9b68e149_Inspired%20By%20Iceland%20-%204.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead983c936926a9b68e149_Inspired%20By%20Iceland%20-%204.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:25	664016/664016	---M--	200	added ('OK')	image/jpeg	etag:%22de78b6f9d5173c1a2b9851e7a7e3bceb%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead98811f376f82dbcfdc2_Inspired%20By%20Iceland%20-%207.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead98811f376f82dbcfdc2_Inspired%20By%20Iceland%20-%207.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:25	53151/53151	---M--	200	added ('OK')	image/jpeg	etag:%2254b8f4d9f396c69aa8c8bb55851c4219%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead990319aa9827d9ab496_Inspired%20By%20Iceland%20-%201.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead990319aa9827d9ab496_Inspired%20By%20Iceland%20-%201.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:26	888818/888818	---M--	200	added ('OK')	image/jpeg	etag:%22bb3d984b9f9eb816876a41cd85272cf0%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9982b9a7cbdcae0e977_Inspired%20By%20Iceland%20-%205.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9982b9a7cbdcae0e977_Inspired%20By%20Iceland%20-%205.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:26	569157/569157	---M--	200	added ('OK')	image/jpeg	etag:%2226abb3b92231c611716ca30f77845461%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead99cc6a189151880de0c_Inspired%20By%20Iceland%20-%202.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead99cc6a189151880de0c_Inspired%20By%20Iceland%20-%202.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:27	346492/346492	---M--	200	added ('OK')	image/jpeg	etag:%22c86700f29eaa16f681b392ed8879226c%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead99dcd0b6594dbd3a951_Inspired%20By%20Iceland%20-%208.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead99dcd0b6594dbd3a951_Inspired%20By%20Iceland%20-%208.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:28	1173961/1173961	---M--	200	added ('OK')	image/jpeg	etag:%22fc596d42bb77aabde4e336a638810ea4%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9d15c2a0531425127a0_Inspired%20By%20Iceland%20-%209.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9d15c2a0531425127a0_Inspired%20By%20Iceland%20-%209.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:28	530398/530398	---M--	200	added ('OK')	image/jpeg	etag:%22cb75daea5c372f79277e3f8e76adb19f%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9a12e874261146960ac_Inspired%20By%20Iceland%20-%203.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9a12e874261146960ac_Inspired%20By%20Iceland%20-%203.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:28	347947/347947	---M--	200	added ('OK')	image/jpeg	etag:%2226fd195ecdeb529df6de61d5fe974d1e%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9c97ab58739dfcde1f9_Inspired%20By%20Iceland%20-%2010.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9c97ab58739dfcde1f9_Inspired%20By%20Iceland%20-%2010.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
18:07:28	426004/426004	---M--	200	added ('OK')	image/jpeg	etag:%22de40009b41d642c3f1d277c0b689b68a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9d0d5c9cc9f8cb1a0b5_Inspired%20By%20Iceland%20-%206.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/61ead9d0d5c9cc9f8cb1a0b5_Inspired%20By%20Iceland%20-%206.jpg	(from https://www.giuligartner.com/stills/inspired-by-iceland)
